id	to_be_done_s_expression
Check for urgent cough/breathing conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clouded consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Feeling agitated"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Hemoptysis"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swollen calf"" ""finding"") (qualifier (snomed_concept ""Unilateral"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain in calf"" ""finding"") (qualifier (snomed_concept ""Unilateral"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Wheezing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Tight chest"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dyspnea at rest"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Trachea displaced"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Orthopnea"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling of lower limb"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dyspnea"" ""finding"") (qualifier (snomed_concept ""Sudden"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of chest resonance to percussion"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Decreased breath sounds"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Chest pain"" ""finding"") (qualifier (snomed_concept ""Unilateral"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Trachea displaced"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swollen calf"" ""finding"")))"
Check for urgent bite/sting conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Generalized muscle weakness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Has drooping eyelids"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty swallowing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty talking"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Diplopia"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Deep bite wound"" ""morphologic abnormality"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Avulsion - injury"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Bite - wound"" ""disorder"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Joint structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Bite - wound"" ""disorder"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Bone structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Infection of bite wound"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Bleeding"" ""finding"") (qualifier (snomed_concept ""Excessive"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Bleeding"" ""finding"") (qualifier (snomed_concept ""Pulsatile"" ""qualifier value""))))"
Check for urgent joint conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain of joint"" ""finding"") (qualifier (snomed_concept ""Acute (qualifier value)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Joint warm"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Injury of musculoskeletal system"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Limitation of joint movement"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Severe pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Joint swelling"" ""finding"") (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Deformity"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Unable to weight-bear"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain of joint"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Joint swelling"" ""finding"")))"
Check for urgent skin symptom conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Generalized pruritus"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Generalized rash"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Face structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Tongue structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Wheezing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty breathing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dizziness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Collapse"" ""finding"")) (finding (snomed_concept ""Exposure to (contextual qualifier)"" ""qualifier value"") (snomed_concept ""Substance"" ""substance"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Purpuric rash"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Stiff neck"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Drowsy"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clouded consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Headache"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Eruption caused by drug"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Jaundice"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Blister"" ""morphologic abnormality"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of vomiting"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Diarrhea"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Perioral dermatitis"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Periocular dermatitis"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Rash of genitalia"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Peeling of skin"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Blister of skin"" ""disorder"")))"
Check for urgent fever conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Seizure"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Decreased level of consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Stiff neck"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Drowsy"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clouded consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Petechiae of skin"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Purpuric rash"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty breathing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Tenderness of right lower quadrant of abdomen"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Acute abdominal pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Backache"" ""finding"") (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Jaundice"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Easy bruising"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of tendency to bleed"" ""finding"")))"
Check for urgent skin ulcer and wound conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Erythema"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Warm skin"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling of skin"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clouded consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Blister"" ""morphologic abnormality"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Soft tissue crepitus"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Severe pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain in lower limb"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Ischemic foot with rest pain"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Numbness of lower limb"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Muscle weakness of limb"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pale complexion"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Peripheral pulse absent"" ""finding"")))"
Check for urgent skin lump conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pigmented skin lesion"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Irregular outline of pigmented skin lesion"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Change in skin lesion"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pigmented nevus"" ""morphologic abnormality"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Bleeds easily"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Itching of skin"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Skin structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Firm mass"" ""morphologic abnormality"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Erythema"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Warm skin"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Mass of skin"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Fluctuant mass"" ""morphologic abnormality"")))"
Measure lesion size	"(measure (measurement (snomed_concept ""Lesion size"" ""observable entity"") mm))"
Check for urgent genital symptoms in a man	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Acute pain of scrotum"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain in scrotum"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling of scrotum"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Severe pain"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Retractile testis"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Torsion of testis"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Traumatic injury"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain in penis"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Penile swelling"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Tightly retracted foreskin"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Glans penis structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Severe pain"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Glans penis structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Priapism"" ""disorder"")))"
Check Sp0₂ if respiratory rate < 9 bpm	"(measure (measurement (snomed_concept ""Hemoglobin saturation with oxygen"" ""observable entity"") %))"
Check Sp0₂ if respiratory rate >= 15 bpm	"(measure (measurement (snomed_concept ""Hemoglobin saturation with oxygen"" ""observable entity"") %))"
Give oxygen if saturation below 92%	"(manage (snomed_concept ""Oxygen therapy"" ""procedure""))"
